filename,width,height,class,xmin,ymin,xmax,ymax
yeast-91.jpg,64,62,yeast,8,6,52,45
particle-12.jpg,430,306,particle,44,59,197,203
particle-12.jpg,430,306,particle,188,67,310,198
particle-12.jpg,430,306,particle,328,154,354,182
yeast-835.jpg,150,96,yeast,12,5,82,58
yeast-835.jpg,150,96,yeast,85,42,118,77
particle-707.jpg,198,160,particle,27,13,167,74
particle-707.jpg,198,160,particle,10,56,159,159
particle-707.jpg,198,160,particle,156,75,184,106
particle-707.jpg,198,160,particle,154,7,189,37
yeast-965.jpg,108,102,yeast,10,10,102,91
yeast-33.jpg,288,240,yeast,90,83,159,152
yeast-209.jpg,112,96,yeast,27,19,48,41
particle-1033.jpg,224,190,particle,11,8,97,48
particle-1033.jpg,224,190,particle,82,14,200,109
particle-470.jpg,538,380,particle,63,101,185,270
particle-470.jpg,538,380,particle,162,59,380,262
particle-470.jpg,538,380,particle,269,21,456,157
particle-470.jpg,538,380,particle,426,30,518,106
particle-470.jpg,538,380,particle,247,251,351,302
particle-470.jpg,538,380,particle,449,325,484,360
particle-470.jpg,538,380,particle,78,281,150,325
particle-470.jpg,538,380,particle,53,6,102,33
particle-464.jpg,418,350,particle,148,115,305,246
yeast-1025.jpg,88,92,yeast,8,9,80,75
yeast-84.jpg,104,146,yeast,16,28,74,97
yeast-362.jpg,194,132,yeast,60,15,168,104
yeast-362.jpg,194,132,yeast,15,3,38,31
yeast-872.jpg,112,66,yeast,62,32,108,49
particle-826.jpg,532,272,particle,139,40,319,199
particle-826.jpg,532,272,particle,378,111,464,191
particle-585.jpg,364,390,particle,61,23,308,368
particle-585.jpg,364,390,particle,157,300,270,390
particle-585.jpg,364,390,particle,7,157,101,276
particle-585.jpg,364,390,particle,42,72,113,154
yeast-554.jpg,170,166,yeast,12,51,37,81
yeast-554.jpg,170,166,yeast,47,39,125,98
yeast-554.jpg,170,166,yeast,50,93,104,148
particle-997.jpg,274,300,particle,50,35,142,186
particle-997.jpg,274,300,particle,117,61,232,216
particle-997.jpg,274,300,particle,103,196,193,262
particle-997.jpg,274,300,particle,242,30,274,78
yeast-664.jpg,88,82,yeast,15,7,55,44
particle-1017.jpg,288,292,particle,71,66,229,260
yeast-78.jpg,156,162,yeast,21,18,100,88
yeast-92.jpg,72,66,yeast,16,19,53,46
yeast-410.jpg,136,96,yeast,42,20,99,56
yeast-410.jpg,136,96,yeast,26,66,70,94
particle-843.jpg,402,380,particle,77,39,351,233
particle-843.jpg,402,380,particle,71,263,162,341
yeast-160.jpg,66,88,yeast,9,4,52,40
yeast-195.jpg,100,100,yeast,33,12,68,42
yeast-195.jpg,100,100,yeast,91,24,99,39
yeast-876.jpg,142,80,yeast,38,12,105,59
yeast-770.jpg,78,68,yeast,34,9,65,43
particle-418.jpg,326,368,particle,95,1,223,124
particle-418.jpg,326,368,particle,42,87,238,304
particle-418.jpg,326,368,particle,31,315,98,368
particle-1.jpg,288,228,particle,110,66,245,174
particle-961.jpg,172,174,particle,42,8,149,160
particle-961.jpg,172,174,particle,1,85,32,124
particle-961.jpg,172,174,particle,25,65,44,86
yeast-467.jpg,80,68,yeast,6,13,27,32
particle-25.jpg,288,218,particle,102,49,195,141
particle-825.jpg,342,394,particle,113,72,249,309
particle-825.jpg,342,394,particle,30,181,87,237
particle-825.jpg,342,394,particle,255,130,290,174
yeast-999.jpg,360,360,yeast,81,133,207,246
yeast-999.jpg,360,360,yeast,174,34,300,147
yeast-117.jpg,70,86,yeast,18,36,45,64
particle-692.jpg,400,354,particle,28,38,250,236
particle-692.jpg,400,354,particle,233,46,398,197
particle-692.jpg,400,354,particle,309,20,370,75
particle-692.jpg,400,354,particle,166,229,267,319
particle-692.jpg,400,354,particle,235,292,314,348
particle-42.jpg,254,224,particle,8,7,192,179
particle-223.jpg,296,270,particle,76,70,121,111
particle-223.jpg,296,270,particle,190,17,292,74
particle-223.jpg,296,270,particle,65,38,235,257
particle-223.jpg,296,270,particle,24,192,141,259
particle-105.jpg,480,484,particle,15,181,364,445
particle-105.jpg,480,484,particle,368,340,422,384
yeast-897.jpg,146,70,yeast,22,21,66,47
particle-97.jpg,320,284,particle,123,43,243,168
particle-97.jpg,320,284,particle,206,197,255,243
yeast-336.jpg,42,50,yeast,8,17,34,38
yeast-4.jpg,370,374,yeast,123,127,230,234
yeast-906.jpg,126,158,yeast,59,118,96,144
yeast-906.jpg,126,158,yeast,1,24,114,118
particle-74.jpg,540,438,particle,129,10,341,145
particle-74.jpg,540,438,particle,71,213,176,293
particle-74.jpg,540,438,particle,196,156,418,402
yeast-812.jpg,358,320,yeast,119,18,347,257
yeast-812.jpg,358,320,yeast,52,156,216,295
yeast-812.jpg,358,320,yeast,239,127,345,313
yeast-812.jpg,358,320,yeast,21,17,65,131
particle-742.jpg,286,262,particle,41,71,229,227
yeast-479.jpg,76,70,yeast,3,7,25,36
yeast-913.jpg,94,72,yeast,18,12,57,54
particle-282.jpg,248,278,particle,51,12,199,176
particle-282.jpg,248,278,particle,11,117,39,160
particle-282.jpg,248,278,particle,56,197,81,226
particle-282.jpg,248,278,particle,184,200,241,233
particle-282.jpg,248,278,particle,228,32,248,69
particle-282.jpg,248,278,particle,185,103,222,134
particle-282.jpg,248,278,particle,34,40,94,96
particle-104.jpg,318,368,particle,46,166,228,327
particle-104.jpg,318,368,particle,179,278,246,327
particle-104.jpg,318,368,particle,137,24,267,140
particle-610.jpg,646,792,particle,74,237,272,381
particle-610.jpg,646,792,particle,154,43,447,228
particle-610.jpg,646,792,particle,223,264,600,737
yeast-869.jpg,86,84,yeast,41,37,61,63
yeast-789.jpg,110,98,yeast,12,7,87,62
yeast-443.jpg,174,158,yeast,58,25,129,66
particle-710.jpg,164,164,particle,46,42,132,138
particle-710.jpg,164,164,particle,119,21,158,55
particle-710.jpg,164,164,particle,135,103,164,162
yeast-361.jpg,152,220,yeast,32,17,152,129
yeast-361.jpg,152,220,yeast,14,110,86,188
yeast-11.jpg,180,148,yeast,28,18,80,46
yeast-11.jpg,180,148,yeast,46,72,98,123
yeast-11.jpg,180,148,yeast,86,35,145,84
particle-169.jpg,558,506,particle,231,363,343,460
particle-169.jpg,558,506,particle,133,251,240,454
particle-169.jpg,558,506,particle,211,131,418,368
particle-245.jpg,316,438,particle,30,22,66,61
particle-245.jpg,316,438,particle,56,22,283,318
particle-245.jpg,316,438,particle,2,147,107,347
particle-178.jpg,420,354,particle,118,160,186,204
particle-178.jpg,420,354,particle,127,218,202,262
particle-178.jpg,420,354,particle,173,137,356,234
particle-460.jpg,216,222,particle,61,43,211,180
particle-460.jpg,216,222,particle,77,11,200,49
particle-1003.jpg,314,386,particle,73,90,245,240
particle-1003.jpg,314,386,particle,69,222,259,386
yeast-666.jpg,114,60,yeast,18,7,60,37
yeast-291.jpg,288,244,yeast,19,48,70,94
yeast-291.jpg,288,244,yeast,79,10,150,67
yeast-291.jpg,288,244,yeast,143,76,176,104
yeast-291.jpg,288,244,yeast,87,105,131,131
yeast-291.jpg,288,244,yeast,95,131,166,186
yeast-291.jpg,288,244,yeast,175,120,219,161
yeast-291.jpg,288,244,yeast,207,101,274,147
yeast-291.jpg,288,244,yeast,233,30,270,75
yeast-291.jpg,288,244,yeast,1,140,42,205
yeast-291.jpg,288,244,yeast,71,210,107,236
yeast-360.jpg,130,104,yeast,60,31,86,58
particle-1036.jpg,608,486,particle,3,78,389,429
particle-1036.jpg,608,486,particle,338,105,608,404
yeast-217.jpg,166,170,yeast,16,32,49,58
yeast-217.jpg,166,170,yeast,35,65,71,92
yeast-217.jpg,166,170,yeast,120,44,146,73
yeast-402.jpg,98,92,yeast,16,19,49,56
yeast-147.jpg,110,92,yeast,10,4,63,41
yeast-147.jpg,110,92,yeast,56,43,91,67
particle-915.jpg,382,316,particle,27,44,270,289
particle-915.jpg,382,316,particle,125,44,186,93
particle-915.jpg,382,316,particle,186,78,247,147
particle-915.jpg,382,316,particle,235,165,286,238
particle-915.jpg,382,316,particle,273,117,382,242
particle-915.jpg,382,316,particle,124,271,209,307
particle-782.jpg,302,262,particle,42,57,163,137
particle-782.jpg,302,262,particle,161,51,231,139
particle-782.jpg,302,262,particle,234,38,302,108
yeast-292.jpg,76,68,yeast,16,5,48,37
particle-442.jpg,394,392,particle,83,36,350,330
particle-442.jpg,394,392,particle,4,12,74,73
yeast-24.jpg,144,182,yeast,28,30,104,104
yeast-638.jpg,98,64,yeast,12,8,66,38
yeast-194.jpg,92,104,yeast,27,19,50,48
yeast-387.jpg,96,120,yeast,18,69,49,98
yeast-663.jpg,106,142,yeast,8,20,90,110
particle-119.jpg,406,376,particle,222,66,339,210
particle-119.jpg,406,376,particle,86,103,291,340
yeast-481.jpg,98,116,yeast,5,19,60,67
particle-907.jpg,696,438,particle,68,193,223,323
particle-907.jpg,696,438,particle,156,15,653,311
particle-907.jpg,696,438,particle,188,322,363,432
particle-907.jpg,696,438,particle,494,323,682,431
yeast-903.jpg,200,264,yeast,120,19,155,69
yeast-903.jpg,200,264,yeast,92,42,122,80
yeast-903.jpg,200,264,yeast,69,97,146,126
yeast-903.jpg,200,264,yeast,21,119,95,193
yeast-903.jpg,200,264,yeast,18,167,64,218
yeast-137.jpg,252,172,yeast,23,49,148,155
yeast-137.jpg,252,172,yeast,120,19,158,54
yeast-137.jpg,252,172,yeast,144,42,194,78
yeast-137.jpg,252,172,yeast,163,1,239,55
particle-70.jpg,328,300,particle,98,61,276,239
yeast-614.jpg,100,108,yeast,14,26,55,63
particle-840.jpg,332,230,particle,52,32,224,180
yeast-487.jpg,80,132,yeast,6,47,55,77
particle-272.jpg,274,258,particle,85,70,221,228
particle-272.jpg,274,258,particle,185,220,238,257
particle-272.jpg,274,258,particle,19,215,73,249
particle-272.jpg,274,258,particle,35,43,64,73
particle-272.jpg,274,258,particle,150,1,194,27
particle-233.jpg,192,154,particle,59,27,145,104
yeast-242.jpg,328,330,yeast,74,77,204,197
yeast-242.jpg,328,330,yeast,135,10,247,81
yeast-242.jpg,328,330,yeast,131,183,204,260
yeast-242.jpg,328,330,yeast,2,212,49,255
yeast-242.jpg,328,330,yeast,219,181,260,249
yeast-242.jpg,328,330,yeast,297,227,328,279
yeast-242.jpg,328,330,yeast,136,280,180,310
yeast-242.jpg,328,330,yeast,222,294,270,330
yeast-242.jpg,328,330,yeast,241,93,320,174
yeast-242.jpg,328,330,yeast,85,204,125,235
yeast-242.jpg,328,330,yeast,48,259,94,289
yeast-242.jpg,328,330,yeast,7,4,47,39
yeast-305.jpg,74,52,yeast,25,11,55,44
particle-501.jpg,260,152,particle,73,27,183,121
particle-501.jpg,260,152,particle,4,27,33,53
particle-140.jpg,206,172,particle,125,21,183,95
particle-685.jpg,284,244,particle,104,94,247,229
particle-685.jpg,284,244,particle,15,45,40,80
yeast-268.jpg,52,36,yeast,6,6,34,33
yeast-126.jpg,106,74,yeast,9,2,42,29
particle-850.jpg,368,354,particle,37,55,364,289
particle-850.jpg,368,354,particle,218,255,318,341
yeast-420.jpg,138,150,yeast,48,51,99,92
particle-554.jpg,460,334,particle,4,21,122,116
particle-554.jpg,460,334,particle,46,10,406,271
particle-161.jpg,394,418,particle,185,179,273,270
particle-161.jpg,394,418,particle,66,229,107,279
yeast-486.jpg,114,80,yeast,54,21,85,56
yeast-486.jpg,114,80,yeast,94,2,113,16
yeast-189.jpg,114,132,yeast,36,42,75,81
yeast-368.jpg,72,84,yeast,26,18,59,45
yeast-983.jpg,82,102,yeast,13,30,53,65
yeast-233.jpg,200,188,yeast,79,27,131,69
yeast-233.jpg,200,188,yeast,34,47,107,100
yeast-233.jpg,200,188,yeast,18,94,69,124
yeast-233.jpg,200,188,yeast,98,116,126,144
particle-678.jpg,228,228,particle,59,30,207,211
yeast-155.jpg,62,52,yeast,2,10,31,41
yeast-390.jpg,136,136,yeast,39,48,69,80
yeast-696.jpg,74,74,yeast,7,16,56,54
particle-288.jpg,540,482,particle,7,40,416,450
particle-288.jpg,540,482,particle,403,310,478,410
particle-777.jpg,206,224,particle,37,42,192,197
yeast-943.jpg,68,124,yeast,38,68,68,114
particle-360.jpg,402,508,particle,111,106,339,402
particle-360.jpg,402,508,particle,198,6,393,156
yeast-576.jpg,94,120,yeast,10,5,53,35
particle-424.jpg,556,550,particle,56,133,552,482
particle-424.jpg,556,550,particle,315,115,554,321
particle-424.jpg,556,550,particle,5,290,85,445
particle-425.jpg,314,210,particle,37,36,105,85
particle-425.jpg,314,210,particle,92,59,198,168
particle-425.jpg,314,210,particle,195,75,283,168
particle-431.jpg,184,150,particle,31,21,157,124
particle-696.jpg,326,454,particle,61,35,270,408
particle-696.jpg,326,454,particle,234,314,311,417
particle-696.jpg,326,454,particle,15,246,136,431
yeast-55.jpg,422,408,yeast,80,24,380,354
yeast-55.jpg,422,408,yeast,9,235,130,378
yeast-55.jpg,422,408,yeast,364,15,422,89
particle-609.jpg,354,422,particle,65,120,283,247
particle-609.jpg,354,422,particle,48,226,199,373
particle-609.jpg,354,422,particle,217,256,271,333
particle-257.jpg,454,378,particle,109,15,241,123
particle-257.jpg,454,378,particle,54,157,181,362
particle-257.jpg,454,378,particle,139,106,364,305
particle-257.jpg,454,378,particle,282,74,378,155
particle-257.jpg,454,378,particle,207,291,310,371
particle-257.jpg,454,378,particle,250,2,309,26
particle-257.jpg,454,378,particle,329,1,437,32
particle-75.jpg,224,220,particle,26,10,118,98
particle-75.jpg,224,220,particle,17,104,160,187
yeast-935.jpg,100,90,yeast,30,14,72,68
yeast-322.jpg,52,74,yeast,19,30,48,55
yeast-46.jpg,210,200,yeast,18,42,80,108
yeast-839.jpg,80,124,yeast,2,32,62,101
yeast-689.jpg,78,78,yeast,22,12,73,78
particle-434.jpg,330,280,particle,121,77,284,264
particle-434.jpg,330,280,particle,114,78,188,153
particle-434.jpg,330,280,particle,52,85,119,125
yeast-321.jpg,48,88,yeast,7,42,41,66
yeast-1026.jpg,58,64,yeast,7,6,40,32
yeast-1026.jpg,58,64,yeast,4,37,37,62
particle-801.jpg,256,224,particle,65,35,197,172
yeast-1031.jpg,208,160,yeast,22,5,50,40
yeast-1031.jpg,208,160,yeast,47,25,167,69
yeast-1031.jpg,208,160,yeast,23,47,127,153
yeast-1012.jpg,42,60,yeast,1,23,28,51
particle-54.jpg,346,300,particle,54,38,306,232
particle-54.jpg,346,300,particle,289,217,337,270
yeast-1009.jpg,146,156,yeast,23,36,129,156
yeast-1009.jpg,146,156,yeast,82,125,113,154
yeast-1009.jpg,146,156,yeast,115,36,145,74
yeast-1009.jpg,146,156,yeast,23,1,86,15
yeast-550.jpg,114,128,yeast,14,22,82,67
yeast-550.jpg,114,128,yeast,59,64,105,114
particle-226.jpg,392,252,particle,46,40,339,229
particle-226.jpg,392,252,particle,329,55,392,116
particle-964.jpg,488,456,particle,23,91,99,185
particle-964.jpg,488,456,particle,164,313,278,412
particle-964.jpg,488,456,particle,88,12,479,356
particle-964.jpg,488,456,particle,119,247,194,303
particle-964.jpg,488,456,particle,257,10,354,73
particle-964.jpg,488,456,particle,429,117,478,171
particle-964.jpg,488,456,particle,362,351,413,386
particle-964.jpg,488,456,particle,418,382,471,424
yeast-1052.jpg,104,56,yeast,11,19,54,56
yeast-1035.jpg,92,118,yeast,33,44,72,87
yeast-1035.jpg,92,118,yeast,61,2,92,42
yeast-1035.jpg,92,118,yeast,1,93,23,118
particle-844.jpg,212,210,particle,70,33,169,150
particle-544.jpg,848,588,particle,96,13,699,467
particle-544.jpg,848,588,particle,673,186,844,367
particle-475.jpg,286,238,particle,113,41,246,167
particle-807.jpg,396,280,particle,41,10,331,212
particle-807.jpg,396,280,particle,188,201,253,241
particle-807.jpg,396,280,particle,19,181,70,228
yeast-815.jpg,238,186,yeast,41,6,203,138
yeast-355.jpg,288,230,yeast,81,9,278,193
yeast-355.jpg,288,230,yeast,3,45,66,101
yeast-355.jpg,288,230,yeast,25,114,56,143
yeast-355.jpg,288,230,yeast,32,155,74,188
particle-261.jpg,332,346,particle,1,2,87,78
particle-261.jpg,332,346,particle,1,78,54,182
particle-261.jpg,332,346,particle,23,66,201,273
particle-261.jpg,332,346,particle,296,181,332,255
particle-261.jpg,332,346,particle,206,37,262,79
yeast-312.jpg,62,74,yeast,3,25,36,58
particle-136.jpg,340,336,particle,168,96,324,270
particle-136.jpg,340,336,particle,28,4,72,42
particle-395.jpg,490,422,particle,41,56,439,318
particle-395.jpg,490,422,particle,155,1,312,71
particle-659.jpg,462,394,particle,158,141,287,245
particle-659.jpg,462,394,particle,258,1,354,73
particle-659.jpg,462,394,particle,76,118,132,174
particle-659.jpg,462,394,particle,19,82,75,141
yeast-358.jpg,178,190,yeast,7,39,152,146
yeast-358.jpg,178,190,yeast,1,175,20,190
particle-548.jpg,452,368,particle,72,203,153,279
particle-548.jpg,452,368,particle,139,161,234,294
particle-548.jpg,452,368,particle,160,26,434,256
yeast-607.jpg,186,166,yeast,18,5,120,149
yeast-604.jpg,158,118,yeast,26,18,76,52
yeast-822.jpg,118,62,yeast,28,6,105,55
particle-262.jpg,438,446,particle,161,14,245,100
particle-262.jpg,438,446,particle,119,116,226,193
particle-262.jpg,438,446,particle,36,173,300,400
particle-262.jpg,438,446,particle,307,212,401,305
particle-262.jpg,438,446,particle,307,330,372,390
particle-262.jpg,438,446,particle,309,68,380,157
particle-262.jpg,438,446,particle,370,147,436,207
particle-262.jpg,438,446,particle,12,340,43,382
particle-262.jpg,438,446,particle,201,397,350,444
particle-1054.jpg,374,280,particle,91,9,314,189
particle-1054.jpg,374,280,particle,190,228,227,265
particle-1054.jpg,374,280,particle,319,201,352,229
particle-1054.jpg,374,280,particle,4,6,31,31
particle-1054.jpg,374,280,particle,1,64,46,115
particle-1054.jpg,374,280,particle,345,90,374,128
yeast-416.jpg,114,122,yeast,37,49,101,103
particle-968.jpg,156,174,particle,27,10,154,128
particle-968.jpg,156,174,particle,1,157,29,173
particle-968.jpg,156,174,particle,46,140,72,164
particle-968.jpg,156,174,particle,122,144,152,168
yeast-339.jpg,48,46,yeast,9,15,37,39
yeast-921.jpg,86,60,yeast,10,14,58,47
yeast-524.jpg,58,46,yeast,5,10,45,34
yeast-920.jpg,188,128,yeast,16,9,158,107
yeast-254.jpg,122,118,yeast,13,5,43,35
yeast-254.jpg,122,118,yeast,27,42,57,70
yeast-254.jpg,122,118,yeast,66,47,105,100
yeast-1033.jpg,222,182,yeast,55,6,88,34
yeast-1033.jpg,222,182,yeast,112,21,138,51
yeast-1033.jpg,222,182,yeast,116,50,146,77
yeast-1033.jpg,222,182,yeast,152,57,189,82
yeast-1033.jpg,222,182,yeast,57,62,153,150
yeast-1033.jpg,222,182,yeast,143,110,199,179
yeast-1033.jpg,222,182,yeast,46,139,84,167
yeast-190.jpg,116,124,yeast,33,43,58,74
particle-204.jpg,342,362,particle,99,60,235,195
particle-204.jpg,342,362,particle,43,158,132,242
particle-204.jpg,342,362,particle,115,145,223,267
particle-204.jpg,342,362,particle,185,230,342,352
particle-204.jpg,342,362,particle,265,315,317,347
yeast-87.jpg,176,148,yeast,42,25,114,91
yeast-20.jpg,186,254,yeast,35,100,113,163
yeast-862.jpg,132,176,yeast,5,1,93,133
yeast-544.jpg,106,64,yeast,45,14,77,43
particle-806.jpg,238,208,particle,19,31,139,167
particle-747.jpg,472,398,particle,123,4,331,286
particle-435.jpg,256,212,particle,48,37,178,183
particle-435.jpg,256,212,particle,94,5,221,98
particle-970.jpg,226,176,particle,37,8,152,143
particle-970.jpg,226,176,particle,128,136,166,165
particle-970.jpg,226,176,particle,1,19,27,52
particle-58.jpg,216,218,particle,96,94,192,173
particle-58.jpg,216,218,particle,145,21,180,45
particle-657.jpg,186,174,particle,59,27,93,62
particle-657.jpg,186,174,particle,11,91,113,163
particle-657.jpg,186,174,particle,64,53,156,119
yeast-557.jpg,116,162,yeast,17,31,91,92
particle-306.jpg,266,280,particle,142,89,254,197
particle-306.jpg,266,280,particle,167,162,242,257
yeast-681.jpg,116,60,yeast,41,26,78,51
yeast-264.jpg,68,74,yeast,10,6,54,41
yeast-165.jpg,90,86,yeast,18,20,62,68
particle-416.jpg,228,298,particle,63,25,228,244
particle-416.jpg,228,298,particle,172,168,228,247
yeast-383.jpg,134,114,yeast,25,31,59,61
yeast-383.jpg,134,114,yeast,76,72,111,100
yeast-383.jpg,134,114,yeast,71,1,110,29
particle-584.jpg,330,246,particle,36,119,81,165
particle-584.jpg,330,246,particle,121,85,224,173
particle-584.jpg,330,246,particle,230,98,284,150
yeast-763.jpg,172,132,yeast,8,1,142,71
yeast-929.jpg,92,80,yeast,8,20,52,59
yeast-929.jpg,92,80,yeast,73,26,92,52
yeast-332.jpg,96,66,yeast,38,19,86,50
yeast-60.jpg,366,248,yeast,1,50,106,137
yeast-60.jpg,366,248,yeast,114,44,269,171
yeast-60.jpg,366,248,yeast,311,34,364,101
particle-572.jpg,524,612,particle,88,11,363,272
particle-572.jpg,524,612,particle,140,232,482,531
yeast-540.jpg,100,72,yeast,28,11,64,38
yeast-21.jpg,160,178,yeast,61,50,130,124
yeast-259.jpg,44,54,yeast,1,19,39,44
particle-10.jpg,186,112,particle,46,21,122,88
yeast-852.jpg,184,130,yeast,6,8,128,117
yeast-511.jpg,254,200,yeast,34,42,134,156
yeast-511.jpg,254,200,yeast,127,138,177,176
yeast-316.jpg,64,38,yeast,18,1,56,34
particle-649.jpg,156,138,particle,67,27,141,94
particle-649.jpg,156,138,particle,84,98,110,120
particle-649.jpg,156,138,particle,10,94,39,118
particle-649.jpg,156,138,particle,1,1,16,31
particle-157.jpg,322,260,particle,127,50,205,111
particle-157.jpg,322,260,particle,96,119,237,193
particle-157.jpg,322,260,particle,163,122,231,194
particle-854.jpg,302,280,particle,86,13,286,167
particle-854.jpg,302,280,particle,40,106,201,240
yeast-365.jpg,138,100,yeast,12,22,77,60
yeast-146.jpg,138,154,yeast,66,13,107,50
yeast-146.jpg,138,154,yeast,66,62,99,96
yeast-146.jpg,138,154,yeast,93,137,121,154
yeast-421.jpg,142,122,yeast,79,62,113,95
particle-430.jpg,520,596,particle,93,70,318,221
particle-430.jpg,520,596,particle,25,222,484,465
particle-430.jpg,520,596,particle,157,472,257,566
particle-656.jpg,198,172,particle,75,22,167,103
particle-656.jpg,198,172,particle,127,125,148,143
particle-656.jpg,198,172,particle,163,149,194,172
particle-57.jpg,250,212,particle,46,32,174,164
particle-349.jpg,400,396,particle,117,24,157,85
particle-349.jpg,400,396,particle,171,20,245,84
particle-349.jpg,400,396,particle,96,22,313,328
particle-326.jpg,280,326,particle,78,6,255,150
particle-326.jpg,280,326,particle,9,114,234,252
particle-326.jpg,280,326,particle,171,292,240,322
yeast-726.jpg,140,124,yeast,15,7,125,121
yeast-659.jpg,70,72,yeast,6,13,42,48
yeast-806.jpg,88,152,yeast,35,42,80,129
yeast-419.jpg,100,102,yeast,25,32,56,63
particle-687.jpg,380,324,particle,82,91,165,157
particle-687.jpg,380,324,particle,162,42,254,136
particle-687.jpg,380,324,particle,147,137,317,305
particle-687.jpg,380,324,particle,17,225,98,307
particle-687.jpg,380,324,particle,91,5,180,43
particle-687.jpg,380,324,particle,10,53,65,91
particle-687.jpg,380,324,particle,281,54,320,82
particle-687.jpg,380,324,particle,336,248,364,271
yeast-168.jpg,118,96,yeast,7,18,74,69
particle-133.jpg,374,330,particle,57,44,294,244
yeast-94.jpg,304,288,yeast,70,27,303,264
yeast-94.jpg,304,288,yeast,109,160,176,251
yeast-94.jpg,304,288,yeast,1,24,74,184
particle-404.jpg,514,454,particle,35,78,471,328
particle-549.jpg,480,584,particle,200,38,431,184
particle-549.jpg,480,584,particle,133,149,464,568
particle-123.jpg,414,340,particle,98,47,198,103
particle-123.jpg,414,340,particle,193,77,262,153
particle-123.jpg,414,340,particle,52,128,105,199
particle-123.jpg,414,340,particle,94,82,273,232
particle-123.jpg,414,340,particle,241,173,345,269
yeast-588.jpg,68,144,yeast,37,63,61,94
particle-985.jpg,430,340,particle,24,88,79,128
particle-985.jpg,430,340,particle,85,174,181,292
particle-985.jpg,430,340,particle,159,112,254,270
particle-985.jpg,430,340,particle,148,13,193,61
